interaction_id,user_id,product_id,product_name,category_id,category_name,product_type,searched_size,size_available,is_preferred_category,search_frequency_in_category,is_in_favorites,added_to_favorites,prix,stock,product_status,is_clicked,click_duration_seconds,is_purchased,recommendation_score,interaction_time,category_name_encoded,product_name_encoded,product_type_encoded,searched_size_encoded,product_status_encoded
1443,71,19,Sac Raquettes 6R,3,Tennis,accessoire,S/M,1,1,0.5375526571001309,0,0,0.5873915454775848,-1.348767746028188,EN_ARRIVAGE,0,-0.8233846050154263,0,83.65,2024-11-28 09:25:00,8,66,0,14,0
1444,71,68,Filet Competition,9,Volleyball,equipement,Standard,1,1,0.29874496763533254,1,0,1.8560825148881597,-0.04625493648841769,EN_STOCK,1,1.2571580343653659,0,90.53,2024-04-14 14:08:00,9,31,2,15,1
1445,71,68,Filet Competition,9,Volleyball,equipement,Junior,1,1,0.5375526571001309,1,0,1.8560825148881597,-0.04625493648841769,EN_STOCK,0,-0.8233846050154263,0,98.97,2024-05-31 11:03:00,9,31,2,8,1
1446,71,23,Cordage Multifilament,3,Tennis,accessoire,Unique,1,1,0.7763603465649294,1,0,-0.7949892934414454,-0.3839434426653952,EN_STOCK,1,1.4585008704344746,0,100.0,2024-01-21 15:04:00,8,26,0,16,1
1447,71,69,Maillot Equipe,9,Volleyball,vetement,S,1,1,0.7763603465649294,1,1,-0.20606900213350945,-1.0593204550193502,RUPTURE_DE_STOCK,1,1.6598437065035836,0,75.11,2024-04-21 20:33:00,9,48,3,13,2
1448,71,23,Cordage Multifilament,3,Tennis,accessoire,S/M,1,1,1.0151680360297277,1,0,-0.7949892934414454,-0.3839434426653952,EN_STOCK,1,1.9283008212623955,1,100.0,2024-07-07 01:51:00,8,26,0,14,1
1449,71,72,Protege-doigts,9,Volleyball,accessoire,S/M,1,1,1.0151680360297277,1,0,-0.7608146600475348,1.3044990882194922,EN_STOCK,1,2.112865087659079,0,99.33,2025-01-08 23:36:00,9,59,0,14,1
1450,71,71,Sac Ballons,9,Volleyball,accessoire,S/M,1,1,1.253975725494526,1,1,-0.5285286617810033,0.6612828859776304,EN_STOCK,1,1.9786365302796727,1,86.61,2025-04-13 06:05:00,9,64,0,14,1
1451,71,23,Cordage Multifilament,3,Tennis,accessoire,Unique,1,1,1.253975725494526,1,0,-0.7949892934414454,-0.3839434426653952,EN_STOCK,1,-0.16902038779082232,1,95.42,2024-10-18 06:26:00,8,26,0,16,1
1452,71,20,Grip Overgrip x3,3,Tennis,accessoire,S/M,1,1,1.4927834149593244,1,1,-0.8838095039949262,0.9024889618183286,EN_STOCK,1,0.14977243598526682,1,85.47,2025-03-15 01:16:00,8,39,0,14,1
1453,72,29,Ceinture Hydratation,4,Running,accessoire,S/M,1,1,-0.8952934796886594,1,1,-0.6009382810512695,-1.2362049106358621,EN_STOCK,1,2.14642222700393,0,72.15,2024-08-23 10:39:00,7,15,0,14,1
1454,72,48,Pompe Portable,6,Cyclisme,accessoire,S/M,1,1,-0.8952934796886594,0,0,-0.5970471099222598,-0.8341947842346985,RUPTURE_DE_STOCK,1,1.643065136831158,0,67.56,2025-01-14 10:40:00,2,56,0,14,2
1455,72,35,Bonnet Silicone,5,Natation,accessoire,L/XL,1,1,-0.8952934796886594,0,0,-0.9327029151376993,-1.4291697713084208,EN_STOCK,0,-0.8233846050154263,0,69.82,2024-05-22 19:49:00,6,10,0,10,1
1456,72,29,Ceinture Hydratation,4,Running,accessoire,Unique,1,1,-0.656485790223861,1,0,-0.6009382810512695,-1.2362049106358621,EN_STOCK,1,1.441722300762049,0,85.34,2025-05-13 23:25:00,7,15,0,16,1
1457,72,37,Pull Buoy Pro,5,Natation,equipement,Standard,1,1,-0.656485790223861,1,1,-0.8229042167582536,0.6934436960897234,EN_STOCK,1,0.21688671467496978,0,67.06,2025-05-04 07:29:00,6,61,2,15,1
1458,72,13,Bandeau Elastique,2,Basketball,accessoire,L/XL,1,0,-0.8952934796886594,0,0,-0.9350714540857922,-1.6060542269249327,EN_STOCK,0,-0.8233846050154263,0,38.42,2025-01-15 12:26:00,0,7,0,10,1
1459,72,26,Montre GPS Sport,4,Running,accessoire,Unique,1,1,-0.4176781007590626,0,0,2.3154098894647315,-1.1558028853556295,EN_ARRIVAGE,0,-0.8233846050154263,0,60.62,2024-02-03 10:59:00,7,52,0,16,0
1460,72,56,Coquille Protection,7,Boxe,accessoire,S/M,1,0,-0.8952934796886594,0,0,-0.6283456603077721,-0.4804258730016745,EN_STOCK,1,1.2907151737102174,0,41.15,2024-06-19 11:07:00,1,25,0,14,1
1461,72,32,Lunettes Sport UV,4,Running,accessoire,S/M,1,1,-0.1788704112942642,0,0,-0.44867506295958826,1.4653031387799578,EN_ARRIVAGE,1,0.267222423692247,0,72.88,2024-03-25 10:10:00,7,46,0,14,0
1462,72,39,Serviette Microfibre XL,5,Natation,accessoire,Unique,1,1,-0.4176781007590626,0,0,-0.5835126016474437,-0.8663555943467917,EN_STOCK,1,-0.7059346173084461,1,70.01,2025-04-04 02:59:00,6,71,0,16,1
1463,72,20,Grip Overgrip x3,3,Tennis,accessoire,Unique,1,0,-0.8952934796886594,0,0,-0.8838095039949262,0.9024889618183286,EN_STOCK,1,-0.16902038779082232,0,33.02,2025-03-07 11:43:00,8,39,0,16,1
1464,72,38,Palmes Courtes,5,Natation,equipement,Pro,1,1,-0.1788704112942642,1,1,-0.32804875796028965,-1.348767746028188,EN_STOCK,1,0.5860152474683361,0,77.72,2024-10-25 02:02:00,6,53,2,12,1
1465,72,43,Maillot Respirant,6,Cyclisme,vetement,L,1,1,-0.656485790223861,0,0,-0.07173900750595961,-1.3648481510842345,EN_STOCK,0,-0.8233846050154263,0,67.08,2024-09-26 02:53:00,2,49,3,9,1
1466,72,42,Cuissard Gel Pad,6,Cyclisme,vetement,XL,1,1,-0.4176781007590626,0,0,0.6667376002386944,0.19495113935228053,EN_STOCK,1,1.4585008704344746,1,72.52,2024-12-18 09:02:00,2,30,3,17,1
1467,72,27,Legging Compression,4,Running,vetement,L,1,1,0.05993727817053419,0,0,0.14295213000331086,-1.3005265308600484,EN_STOCK,1,0.5189009687786332,0,78.59,2024-08-02 07:50:00,7,43,3,9,1
1468,72,40,Sac Etanche 30L,5,Natation,accessoire,L/XL,1,1,0.05993727817053419,1,1,-0.47811261845731334,0.11454911407204778,EN_STOCK,1,-0.10190610910111934,0,78.27,2024-01-31 18:56:00,6,65,0,10,1
1469,72,48,Pompe Portable,6,Cyclisme,accessoire,Unique,1,1,-0.1788704112942642,0,0,-0.5970471099222598,-0.8341947842346985,RUPTURE_DE_STOCK,1,0.6866866655028906,0,68.49,2025-01-02 15:27:00,2,56,0,16,2
1470,72,37,Pull Buoy Pro,5,Natation,equipement,Pro,1,1,0.29874496763533254,1,0,-0.8229042167582536,0.6934436960897234,EN_STOCK,1,-0.6052631992738917,0,95.1,2024-07-19 06:22:00,6,61,2,12,1
1471,72,45,Compteur GPS Velo,6,Cyclisme,accessoire,S/M,1,1,0.05993727817053419,0,0,2.766109015016108,-0.06233534154446424,EN_STOCK,1,2.079307948314227,0,71.87,2025-03-17 10:28:00,2,24,0,14,1
1472,72,31,Chaussettes Anti-ampoules,4,Running,vetement,XL,1,1,0.29874496763533254,0,0,-0.7587844838063124,0.09846870901600124,EN_STOCK,1,-0.034791830411416376,0,86.68,2024-09-06 10:09:00,7,16,3,17,1
1473,72,44,Gants Cycliste,6,Cyclisme,accessoire,L/XL,1,1,0.29874496763533254,0,0,-0.5271752109535217,0.6612828859776304,EN_ARRIVAGE,0,-0.8233846050154263,0,79.04,2025-01-04 05:26:00,2,33,0,10,0
1474,72,46,Bidon Isotherme,6,Cyclisme,accessoire,L/XL,1,1,0.5375526571001309,0,0,-0.7611530227544051,1.208016657883213,EN_STOCK,1,0.7034652351753163,1,83.43,2025-02-26 16:12:00,2,9,0,10,1
1475,72,29,Ceinture Hydratation,4,Running,accessoire,L/XL,1,1,0.5375526571001309,1,0,-0.6009382810512695,-1.2362049106358621,EN_STOCK,1,1.7940722638829896,0,98.91,2024-11-09 06:27:00,7,15,0,10,1
1476,72,6,Short Match,1,Football,vetement,XL,1,0,-0.8952934796886594,0,0,-0.4500285137870699,1.2240970629392596,EN_STOCK,0,-0.8233846050154263,0,40.19,2024-10-02 14:02:00,4,74,3,17,1
1477,72,47,Lumieres LED Set,6,Cyclisme,accessoire,L/XL,1,1,0.7763603465649294,0,0,-0.5080577180153439,-1.3326873409721416,EN_STOCK,0,-0.8233846050154263,0,86.27,2025-03-25 13:59:00,2,44,0,10,1
1478,73,78,Resine Grip 200ml,10,Handball,accessoire,L/XL,1,0,-0.8952934796886594,0,0,-0.8846554107621021,0.8060065314820494,EN_STOCK,0,-0.8233846050154263,0,35.31,2024-10-29 07:28:00,5,63,0,10,1
1479,73,4,Protege-tibias Carbon,1,Football,accessoire,L/XL,1,1,-0.8952934796886594,1,1,-0.31417588697860316,-0.5447474932258607,EN_STOCK,1,0.3846724113992272,1,72.04,2024-04-23 14:15:00,4,60,0,10,1
1480,73,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Junior,1,1,-0.8952934796886594,1,1,-0.4040111856526951,0.8703281517062356,EN_ARRIVAGE,1,1.5927294278138806,0,66.02,2025-03-20 23:50:00,0,1,2,8,0
1481,73,40,Sac Etanche 30L,5,Natation,accessoire,L/XL,1,0,-0.8952934796886594,0,0,-0.47811261845731334,0.11454911407204778,EN_STOCK,0,-0.8233846050154263,0,39.63,2024-10-24 06:34:00,6,65,0,10,1
1482,73,10,Chaussures High-Top,2,Basketball,chaussure,44,1,1,-0.656485790223861,1,1,1.5540937990063253,0.7899261264260028,EN_ARRIVAGE,1,1.5927294278138806,0,61.61,2024-08-07 02:21:00,0,21,1,6,0
1483,73,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Junior,1,1,-0.4176781007590626,1,0,-0.4040111856526951,0.8703281517062356,EN_ARRIVAGE,0,-0.8233846050154263,0,80.3,2024-05-12 05:42:00,0,1,2,8,0
1484,73,15,Genouilleres Pro,2,Basketball,accessoire,Unique,1,1,-0.1788704112942642,0,0,-0.5941710269138614,1.3044990882194922,EN_STOCK,1,-0.051570400083842116,0,81.06,2024-05-27 09:34:00,0,38,0,16,1
1485,73,2,Crampons Elite,1,Football,chaussure,39,1,1,-0.656485790223861,0,0,0.9059600339960692,0.46831802530507183,EN_ARRIVAGE,1,0.28400099336467277,1,64.53,2025-01-23 08:11:00,4,29,1,1,0
1486,73,14,Panier Portable,2,Basketball,equipement,Junior,1,1,0.05993727817053419,0,0,1.7970382225392747,0.4522376202490253,EN_STOCK,0,-0.8233846050154263,0,75.0,2024-09-18 03:30:00,0,54,2,8,1
1487,73,10,Chaussures High-Top,2,Basketball,chaussure,44,1,1,0.29874496763533254,1,0,1.5540937990063253,0.7899261264260028,EN_ARRIVAGE,1,0.06587958762313809,0,83.92,2024-05-08 23:01:00,0,21,1,6,0
1488,73,80,Protege-dents Sport,10,Handball,accessoire,Unique,1,0,-0.656485790223861,0,0,-0.770288815839906,0.677363291033677,EN_STOCK,1,0.7202438048477421,0,45.92,2025-02-21 22:34:00,5,58,0,16,1
1489,73,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Standard,1,1,0.5375526571001309,1,0,-0.4040111856526951,0.8703281517062356,EN_ARRIVAGE,0,-0.8233846050154263,0,98.54,2024-08-09 03:51:00,0,1,2,15,0
1490,73,12,Short Respirant,2,Basketball,vetement,XXL,1,1,0.7763603465649294,1,1,-0.33143238502899375,-0.5125866831137675,EN_STOCK,1,1.777293694210564,0,86.21,2025-01-16 07:53:00,0,75,3,19,1
1491,73,16,Sac a Dos Basket,2,Basketball,accessoire,S/M,1,1,1.0151680360297277,1,1,-0.05668186705022669,1.2401774679953061,EN_STOCK,1,-0.5717060599290402,1,83.22,2024-10-19 11:01:00,0,69,0,14,1
1492,73,48,Pompe Portable,6,Cyclisme,accessoire,L/XL,1,0,-0.8952934796886594,0,0,-0.5970471099222598,-0.8341947842346985,RUPTURE_DE_STOCK,0,-0.8233846050154263,0,31.39,2024-01-04 10:55:00,2,56,0,10,2
1493,73,2,Crampons Elite,1,Football,chaussure,44,1,1,-0.4176781007590626,0,0,0.9059600339960692,0.46831802530507183,EN_ARRIVAGE,1,-0.16902038779082232,0,64.61,2024-10-09 23:48:00,4,29,1,6,0
1494,73,6,Short Match,1,Football,vetement,XXL,1,1,-0.1788704112942642,1,1,-0.4500285137870699,1.2240970629392596,EN_STOCK,1,-0.588484629601466,0,77.37,2024-06-02 21:08:00,4,74,3,19,1
1495,73,11,Maillot Reversible,2,Basketball,vetement,XXL,1,1,1.253975725494526,0,0,-0.1169104288731584,-0.8502751892907451,EN_STOCK,0,-0.8233846050154263,0,88.5,2024-07-05 02:31:00,0,50,3,19,1
1496,73,15,Genouilleres Pro,2,Basketball,accessoire,Unique,1,1,1.4927834149593244,0,0,-0.5941710269138614,1.3044990882194922,EN_STOCK,1,0.049101017950712346,0,80.26,2025-04-21 16:38:00,0,38,0,16,1
1497,73,6,Short Match,1,Football,vetement,XXL,1,1,0.05993727817053419,1,0,-0.4500285137870699,1.2240970629392596,EN_STOCK,0,-0.8233846050154263,0,99.75,2024-06-11 03:11:00,4,74,3,19,1
1498,73,4,Protege-tibias Carbon,1,Football,accessoire,Unique,1,1,0.29874496763533254,1,0,-0.31417588697860316,-0.5447474932258607,EN_STOCK,0,-0.8233846050154263,0,95.77,2024-10-08 17:58:00,4,60,0,16,1
1499,73,71,Sac Ballons,9,Volleyball,accessoire,L/XL,1,0,-0.8952934796886594,0,0,-0.5285286617810033,0.6612828859776304,EN_STOCK,0,-0.8233846050154263,0,41.7,2025-04-09 17:42:00,9,64,0,10,1
1500,73,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Standard,1,1,1.7315911044241228,1,0,-0.4040111856526951,0.8703281517062356,EN_ARRIVAGE,1,2.079307948314227,0,99.19,2025-01-14 01:08:00,0,1,2,15,0
1501,73,2,Crampons Elite,1,Football,chaussure,38,1,1,0.5375526571001309,1,1,0.9059600339960692,0.46831802530507183,EN_ARRIVAGE,1,1.575950858141455,1,74.69,2025-04-26 17:57:00,4,29,1,0,0
1502,74,3,Maillot Training,1,Football,vetement,XL,1,1,-0.8952934796886594,0,0,-0.007619274554018314,-0.6412299235621399,RUPTURE_DE_STOCK,1,-0.6723774779635946,0,65.01,2024-03-05 05:47:00,4,51,3,17,2
1503,74,66,Genouilleres Gel,9,Volleyball,accessoire,Unique,1,0,-0.8952934796886594,0,0,-0.6500008735474778,1.2884186831634457,EN_STOCK,1,1.4920580097793261,0,42.9,2024-10-22 23:49:00,9,36,0,16,1
1504,74,64,Shaker Proteine 700ml,8,Fitness,accessoire,L/XL,1,0,-0.8952934796886594,0,0,-0.8975131936231775,1.3205794932755388,EN_STOCK,0,-0.8233846050154263,0,35.38,2024-11-09 21:24:00,3,72,0,10,1
1505,74,78,Resine Grip 200ml,10,Handball,accessoire,Unique,1,1,-0.8952934796886594,0,0,-0.8846554107621021,0.8060065314820494,EN_STOCK,0,-0.8233846050154263,0,67.05,2024-05-27 08:15:00,5,63,0,16,1
1506,74,7,Chaussettes Performance,1,Football,vetement,M,1,1,-0.656485790223861,1,1,-0.824934392999476,-0.12665696176865043,EN_STOCK,1,-0.252913236152951,0,72.05,2024-05-09 22:08:00,4,17,3,11,1
1507,74,4,Protege-tibias Carbon,1,Football,accessoire,Unique,1,1,-0.4176781007590626,0,0,-0.31417588697860316,-0.5447474932258607,EN_STOCK,1,0.31755813270952427,0,76.11,2024-12-16 12:08:00,4,60,0,16,1
1508,74,36,Plaquettes Nage,5,Natation,accessoire,Unique,1,0,-0.8952934796886594,0,0,-0.7823006919338054,0.8060065314820494,EN_STOCK,0,-0.8233846050154263,0,38.75,2025-01-02 03:53:00,6,55,0,16,1
1509,74,74,Chaussures Indoor Pro,10,Handball,chaussure,40,1,1,-0.656485790223861,0,0,1.2573497050809823,-0.319621822441209,EN_STOCK,1,2.02897223929695,0,65.47,2024-06-15 13:24:00,5,23,1,2,1
1510,74,80,Protege-dents Sport,10,Handball,accessoire,L/XL,1,1,-0.4176781007590626,1,1,-0.770288815839906,0.677363291033677,EN_STOCK,0,-0.8233846050154263,0,71.02,2024-06-29 06:55:00,5,58,0,10,1
1511,74,8,Sac Sport XL,1,Football,accessoire,S/M,1,1,-0.1788704112942642,0,0,-0.20522309536633349,1.0150517972106545,EN_STOCK,1,0.33433670238195,1,81.49,2024-02-01 01:47:00,4,68,0,14,1
1512,74,76,Short Stretch,10,Handball,vetement,M,1,1,-0.1788704112942642,0,0,-0.6295299297818184,1.3688207084436785,EN_STOCK,1,0.4517866900889302,1,80.81,2024-08-30 16:04:00,5,76,3,11,1
1513,74,77,Genouilleres Impact,10,Handball,accessoire,L/XL,1,1,0.05993727817053419,0,0,-0.46322465935501556,0.5648004556413511,EN_STOCK,1,0.43500812041650444,0,77.24,2024-05-18 05:30:00,5,37,0,10,1
1514,74,1,Ballon Match Pro,1,Football,equipement,Junior,1,1,0.05993727817053419,0,0,-0.4166997871603352,-0.5447474932258607,EN_STOCK,1,1.626286567158732,0,81.45,2024-02-26 08:46:00,4,2,2,8,1
1515,74,74,Chaussures Indoor Pro,10,Handball,chaussure,40,1,1,0.29874496763533254,0,0,1.2573497050809823,-0.319621822441209,EN_STOCK,0,-0.8233846050154263,0,79.58,2024-01-11 02:36:00,5,23,1,2,1
1516,74,14,Panier Portable,2,Basketball,equipement,Junior,1,0,-0.8952934796886594,0,0,1.7970382225392747,0.4522376202490253,EN_STOCK,1,0.3007795630370985,0,36.99,2024-12-08 17:54:00,0,54,2,8,1
1517,74,8,Sac Sport XL,1,Football,accessoire,L/XL,1,1,0.29874496763533254,0,0,-0.20522309536633349,1.0150517972106545,EN_STOCK,0,-0.8233846050154263,0,78.03,2024-12-19 17:26:00,4,68,0,10,1
1518,74,8,Sac Sport XL,1,Football,accessoire,Unique,1,1,0.5375526571001309,0,0,-0.20522309536633349,1.0150517972106545,EN_STOCK,0,-0.8233846050154263,0,81.87,2024-08-05 08:44:00,4,68,0,16,1
1519,75,63,Gants Musculation,8,Fitness,accessoire,L/XL,1,1,-0.8952934796886594,0,0,-0.6738554443818413,1.3849011134997251,EN_STOCK,0,-0.8233846050154263,0,71.42,2024-02-19 12:30:00,3,35,0,10,1
1520,75,38,Palmes Courtes,5,Natation,equipement,Junior,1,1,-0.8952934796886594,0,0,-0.32804875796028965,-1.348767746028188,EN_STOCK,1,0.28400099336467277,0,71.58,2024-08-08 17:01:00,6,53,2,8,1
1521,75,35,Bonnet Silicone,5,Natation,accessoire,Unique,1,1,-0.656485790223861,0,0,-0.9327029151376993,-1.4291697713084208,EN_STOCK,1,1.2571580343653659,0,70.11,2024-02-07 03:43:00,6,10,0,16,1
1522,75,71,Sac Ballons,9,Volleyball,accessoire,S/M,1,0,-0.8952934796886594,0,0,-0.5285286617810033,0.6612828859776304,EN_STOCK,1,0.16655100565769254,0,40.18,2024-02-19 01:16:00,9,64,0,14,1
1523,75,63,Gants Musculation,8,Fitness,accessoire,Unique,1,1,-0.656485790223861,0,0,-0.6738554443818413,1.3849011134997251,EN_STOCK,0,-0.8233846050154263,0,75.91,2025-04-02 06:05:00,3,35,0,16,1
1524,75,34,Lunettes Miroir,5,Natation,accessoire,Unique,1,1,-0.4176781007590626,0,0,-0.4532429595023386,0.001986278679721952,EN_STOCK,0,-0.8233846050154263,0,77.05,2024-11-18 07:02:00,6,45,0,16,1
1525,75,19,Sac Raquettes 6R,3,Tennis,accessoire,L/XL,1,1,-0.8952934796886594,0,0,0.5873915454775848,-1.348767746028188,EN_ARRIVAGE,0,-0.8233846050154263,0,65.57,2024-09-07 06:50:00,8,66,0,10,0
1526,75,18,Balles Championship x4,3,Tennis,equipement,Junior,1,1,-0.656485790223861,0,0,-0.8948062919682142,-0.23921979716097627,EN_STOCK,1,1.7269579851932866,0,71.04,2024-06-27 11:48:00,8,0,2,8,1
1527,75,59,Bandes Resistance Set,8,Fitness,accessoire,Unique,1,1,-0.4176781007590626,0,0,-0.5451084344176531,0.06630789890390815,EN_STOCK,0,-0.8233846050154263,0,76.39,2024-12-07 08:12:00,3,8,0,16,1
1528,75,36,Plaquettes Nage,5,Natation,accessoire,L/XL,1,1,-0.1788704112942642,1,1,-0.7823006919338054,0.8060065314820494,EN_STOCK,1,0.14977243598526682,1,72.45,2024-02-01 21:28:00,6,55,0,10,1
1529,75,33,Maillot Competition,5,Natation,vetement,XL,1,1,0.05993727817053419,0,0,0.05176338050173733,0.886408556762282,EN_ARRIVAGE,1,1.9450793909348212,0,79.12,2025-03-03 21:27:00,6,47,3,17,0
1530,75,35,Bonnet Silicone,5,Natation,accessoire,S/M,1,1,0.29874496763533254,0,0,-0.9327029151376993,-1.4291697713084208,EN_STOCK,1,-0.6052631992738917,0,81.78,2025-04-02 13:06:00,6,10,0,14,1
1531,75,36,Plaquettes Nage,5,Natation,accessoire,Unique,1,1,0.5375526571001309,1,0,-0.7823006919338054,0.8060065314820494,EN_STOCK,1,0.23366528434739553,0,96.54,2024-03-26 08:45:00,6,55,0,16,1
1532,75,62,Banc Musculation,8,Fitness,equipement,Standard,1,1,-0.1788704112942642,0,0,3.2980151902163812,-1.5256522016447,EN_STOCK,0,-0.8233846050154263,0,68.57,2024-10-17 06:28:00,3,5,2,15,1
1533,75,64,Shaker Proteine 700ml,8,Fitness,accessoire,S/M,1,1,0.05993727817053419,0,0,-0.8975131936231775,1.3205794932755388,EN_STOCK,0,-0.8233846050154263,0,78.16,2025-02-12 00:12:00,3,72,0,14,1
1534,75,24,Casquette UV Protect,3,Tennis,accessoire,Unique,1,1,-0.4176781007590626,1,1,-0.6924653932597133,1.3849011134997251,EN_STOCK,1,-0.2025775271356738,0,77.75,2024-12-24 17:54:00,8,14,0,16,1
1535,75,23,Cordage Multifilament,3,Tennis,accessoire,L/XL,1,1,-0.1788704112942642,1,1,-0.7949892934414454,-0.3839434426653952,EN_STOCK,0,-0.8233846050154263,0,77.81,2024-09-22 05:34:00,8,26,0,10,1
1536,75,17,Raquette Pro 300g,3,Tennis,equipement,Junior,1,1,0.05993727817053419,1,1,2.8371651834588927,0.7738457213699562,EN_STOCK,1,1.8611865425726926,0,79.08,2024-10-02 17:05:00,8,62,2,8,1
1537,76,5,Gants Gardien Pro,1,Football,accessoire,S/M,1,1,-0.8952934796886594,0,0,0.32532962900645795,-1.4452501763644674,EN_STOCK,1,0.015543878605860859,1,66.32,2025-03-05 06:08:00,4,34,0,14,1
1538,76,29,Ceinture Hydratation,4,Running,accessoire,L/XL,1,0,-0.8952934796886594,0,0,-0.6009382810512695,-1.2362049106358621,EN_STOCK,0,-0.8233846050154263,0,39.36,2024-11-15 14:04:00,7,15,0,10,1
1539,76,66,Genouilleres Gel,9,Volleyball,accessoire,L/XL,1,1,-0.8952934796886594,0,0,-0.6500008735474778,1.2884186831634457,EN_STOCK,1,2.179979366348782,0,70.6,2024-01-16 01:48:00,9,36,0,10,1
1540,76,1,Ballon Match Pro,1,Football,equipement,Pro,1,1,-0.656485790223861,1,1,-0.4166997871603352,-0.5447474932258607,EN_STOCK,1,1.9954150999520985,0,66.3,2024-04-07 15:51:00,4,2,2,12,1
1541,76,70,Short Leger,9,Volleyball,vetement,XXL,1,1,-0.656485790223861,1,1,-0.5599963935199507,-0.27138060727306934,EN_STOCK,0,-0.8233846050154263,0,72.31,2024-03-17 11:20:00,9,73,3,19,1
1542,76,5,Gants Gardien Pro,1,Football,accessoire,S/M,1,1,-0.4176781007590626,0,0,0.32532962900645795,-1.4452501763644674,EN_STOCK,1,-0.11868467877354509,0,71.61,2024-09-01 09:31:00,4,34,0,14,1
1543,76,3,Maillot Training,1,Football,vetement,XXL,1,1,-0.1788704112942642,0,0,-0.007619274554018314,-0.6412299235621399,RUPTURE_DE_STOCK,1,-0.5717060599290402,0,74.63,2024-09-16 13:29:00,4,51,3,19,2
1544,76,65,Ballon Officiel V5,9,Volleyball,equipement,Junior,1,1,-0.4176781007590626,0,0,-0.17240191279990447,-0.8181143791786519,EN_STOCK,0,-0.8233846050154263,0,75.62,2024-11-21 10:05:00,9,3,2,8,1
1545,76,69,Maillot Equipe,9,Volleyball,vetement,XXL,1,1,-0.1788704112942642,1,1,-0.20606900213350945,-1.0593204550193502,RUPTURE_DE_STOCK,0,-0.8233846050154263,0,71.05,2024-03-17 08:32:00,9,48,3,19,2
1546,76,14,Panier Portable,2,Basketball,equipement,Pro,1,1,-0.8952934796886594,0,0,1.7970382225392747,0.4522376202490253,EN_STOCK,1,-0.01801326073899063,0,58.49,2024-07-11 23:02:00,0,54,2,12,1
1547,76,8,Sac Sport XL,1,Football,accessoire,Unique,1,1,0.05993727817053419,0,0,-0.20522309536633349,1.0150517972106545,EN_STOCK,1,1.844407972900267,0,79.07,2024-11-12 11:50:00,4,68,0,16,1
1548,76,80,Protege-dents Sport,10,Handball,accessoire,L/XL,1,0,-0.8952934796886594,0,0,-0.770288815839906,0.677363291033677,EN_STOCK,0,-0.8233846050154263,0,42.53,2024-09-26 05:08:00,5,58,0,10,1
1549,76,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Junior,1,1,-0.656485790223861,0,0,-0.4040111856526951,0.8703281517062356,EN_ARRIVAGE,1,1.5256151491241776,1,69.65,2024-09-27 23:00:00,0,1,2,8,0
1550,76,69,Maillot Equipe,9,Volleyball,vetement,XXL,1,1,0.05993727817053419,1,0,-0.20606900213350945,-1.0593204550193502,RUPTURE_DE_STOCK,0,-0.8233846050154263,0,86.77,2024-09-12 07:33:00,9,48,3,19,2
1551,76,68,Filet Competition,9,Volleyball,equipement,Pro,1,1,0.29874496763533254,1,1,1.8560825148881597,-0.04625493648841769,EN_STOCK,1,0.3007795630370985,1,79.48,2024-12-22 12:39:00,9,31,2,12,1
1552,76,67,Chaussures Indoor,9,Volleyball,chaussure,40,1,1,0.5375526571001309,0,0,0.8450547467593965,-0.4643454679456279,EN_STOCK,0,-0.8233846050154263,0,81.45,2024-06-01 05:01:00,9,22,1,2,1
1553,76,11,Maillot Reversible,2,Basketball,vetement,XXL,1,1,-0.4176781007590626,0,0,-0.1169104288731584,-0.8502751892907451,EN_STOCK,1,0.16655100565769254,1,76.25,2024-05-08 02:29:00,0,50,3,19,1
1554,76,50,Sac de Frappe 120cm,7,Boxe,equipement,Standard,1,0,-0.8952934796886594,0,0,2.02813995133176,1.4009815185557717,RUPTURE_DE_STOCK,0,-0.8233846050154263,0,32.45,2024-03-21 11:48:00,1,70,2,15,2
1555,76,9,Ballon Indoor/Outdoor,2,Basketball,equipement,Junior,1,1,-0.1788704112942642,0,0,-0.4040111856526951,0.8703281517062356,EN_ARRIVAGE,1,2.14642222700393,0,71.03,2024-04-05 09:12:00,0,1,2,8,0
1556,76,3,Maillot Training,1,Football,vetement,L,1,1,0.29874496763533254,0,0,-0.007619274554018314,-0.6412299235621399,RUPTURE_DE_STOCK,1,0.4517866900889302,0,76.77,2025-05-06 16:32:00,4,51,3,9,2
1557,77,14,Panier Portable,2,Basketball,equipement,Standard,1,0,-0.8952934796886594,0,0,1.7970382225392747,0.4522376202490253,EN_STOCK,0,-0.8233846050154263,0,30.41,2024-09-22 05:53:00,0,54,2,15,1
1558,77,43,Maillot Respirant,6,Cyclisme,vetement,S,1,1,-0.8952934796886594,1,1,-0.07173900750595961,-1.3648481510842345,EN_STOCK,0,-0.8233846050154263,0,67.66,2024-12-18 10:02:00,2,49,3,13,1
1559,77,17,Raquette Pro 300g,3,Tennis,equipement,Standard,1,1,-0.8952934796886594,1,1,2.8371651834588927,0.7738457213699562,EN_STOCK,0,-0.8233846050154263,0,60.39,2025-01-26 11:12:00,8,62,2,15,1
